,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
221,unreal engin complet beginn cours,learn video game develop design game scratch use ue david nixon,79,All Levels,10,4.4,4272
222,complet python postgresql develop cours,build projectsmast two essenti modern technolog python postgresql rob perciv,184,Beginner,22,4.5,3785
223,comput scienc master theori behind program,comput scienc learn comput scienc becom better programm softwar engin kurt anderson,83,Beginner,9,4.5,1681
224,angular full app angular materi angularfir ngrx,use angular angular materi angularfir firebas firestor ngrx build real angular app academind maximilian schwarzmüller,140,All Levels,115,4.7,4370
225,dart flutter complet develop guid,everyth need know build mobil app flutter dart includ rxdart anim stephen grider,401,All Levels,31,4.6,2782
226,master matlab guid problem solv,becom expert matlab program scientif comput advanc career engin physic biolog etc tim buchalka learn program academi,169,All Levels,38,4.5,1916
227,updat react test jest enzym,improv react redux hook context code test driven develop bonni schulkin,162,Intermediate,12,4.4,1427
228,unreal engin blueprint develop learn visual script,creat collabor epic game code first game minut pure visual script ben tristem,71,Beginner,105,4.6,1271
229,activ directori window server lab,learn deploy manag aspect activ directori group polici dn mani technolog kevin brown,46,All Levels,5,4.5,1381
230,kubernet handson deploy microservic aw cloud,use kubernet deploy microservic architectur youll deploy manag monitor live kubernet cluster richard chesterwood,138,All Levels,23,4.7,2235
231,learn devop cicd jenkin use pipelin docker,use jenkin devop way autom jenkin job use jenkin pipelin docker jenkin job dsl edward viaen,52,All Levels,45,4.3,3312
232,blockchain bitcoin fundament,learn key element blockchain bitcoin bestsel video cours accompani pdf glossari georg levi,37,Beginner,3,4.5,15675
233,uniti game develop creat game c,master fundament game develop learn creat game uniti game engin awesom tut,267,Beginner,75,4.7,293
234,django python ultim web develop bootcamp,build three complet websit learn back frontend web develop publish site onlin digitalocean nick walter,78,Beginner,10,4.6,3848
235,learn assembl languag make game atari,program game atari platform use assembl languag gustavo pezzi,39,All Levels,11,4.7,388
236,design pattern java,discov modern implement design pattern java dmitri nesteruk,123,Intermediate,105,4.3,2692
237,spring boot microservic spring cloud beginn guru,master microservic architectur use spring boot cloud base deploy spring cloud docker john thompson,233,Intermediate,235,4.4,676
238,go golang complet bootcamp updat decemb,deepli understand master go program languag golang scratch handson exercis project jose portilla,308,All Levels,23,4.5,1223
239,unit test c develop,master unit test c code nunit moq depend inject best practic pitfal avoid mosh hamedani,86,All Levels,6,4.6,3187
240,modern natur languag process python,solv seqseq classif nlp task transform cnn use tensorflow googl colab martin jocqueviel,37,Intermediate,6,4.4,63
241,natur languag process deep learn python,complet guid deriv implement wordvec glove word embed sentiment analysi recurs net lazi programm inc,102,Expert,13,4.6,4543
242,microsoft sql beginn,comprehens cours teach complet sql queri use microsoft sql server tsql languag brewster knowlton,39,Beginner,4,4.5,6516
243,complet python cours beginn advanc,learn python project cover game web develop web scrape mongodb django pyqt data visual joseph delgadillo,147,All Levels,18,4.2,12203
244,nestj zero hero modern typescript backend develop,develop deploy enterpris backend applic follow best practic use nodej typescript ariel weinberg,102,All Levels,65,4.7,1183
245,mathemat comput game develop use uniti,beginn guid essenti mathemat data structur algorithm use game program appli uniti penni de byl,69,Beginner,15,4.7,576
246,flutter firebas build complet app io android,learn dart flutter firebas googl build realworld product readi app andrea bizzotto,421,All Levels,22,4.7,673
247,artifici intellig busi,solv real world busi problem ai solut hadelin de pontev,118,Beginner,15,4.5,1392
248,oracl databas c sql certifi associ z,becom oracl sql certifi oca cover oracl univers track present script attach khale alkhudari,183,All Levels,20,4.5,3419
249,bash script shell program linux command line,learn bash program linux unix mac learn write bash script like pro solv realworld problem jason cannon,34,All Levels,25,4.4,3695
250,api web servic introduct,includ api web servic use rest json xml http soap oauth openid connect postman python nate ross,54,All Levels,55,4.4,3862
251,modern web scrape python use scrapi splash selenium,becom expert web scrape web crawl use python scrapi splash selenium nd edit ahm rafik,110,All Levels,8,4.7,800
252,python network program build network applic,learn python scratch build network script upgrad network engin skill updat mihai catalin teodosiu python develop,206,Beginner,12,4.6,3319
253,data scienc deep learn python,indepth look neural network theori code one pure python tensorflow lazi programm inc,85,Intermediate,105,4.6,5803
254,deploy machin learn model,build machin learn model api soledad galli,127,Intermediate,8,4.4,1097
255,unreal multiplay master onlin game develop c,creat collabor epic game use unreal onlin game dev c cover lan vpn steam ben tristem,112,Intermediate,24,4.5,1177
256,beginn full stack web develop html css react node,learn web develop html css bootstrap es react node mark price,159,Beginner,30,4.5,7103
257,discov godot make video game pythonlik gdscript,game develop godot engin learn code pythonlik gdscript later industri standard c ben tristem,190,Beginner,38,4.6,2148
258,deep learn nlp az creat chatbot,learn theori implement state art deep natur languag process model tensorflow python hadelin de pontev,95,All Levels,12,4.4,2755
259,go java full stack spring boot angular,becom full stack java develop build first java full stack applic angular spring boot inminut offici,118,All Levels,11,4.4,2543
260,informatica tutori beginn expert level,becom expert world top data integr tool sid inf,288,All Levels,35,4.3,4287
261,machin learn javascript,master machin learn scratch use javascript tensorflowj handson project stephen grider,185,Beginner,175,4.6,1651
262,complet guid becom softwar architect,comprehens guid make softwar architect desir role softwar industri memi lavi,117,Beginner,6,4.4,504
263,learn javascript fullstack scratch,understand javascript languag nodej mongodb web browser creat meaning applic brad schiff,119,All Levels,27,4.7,1509
264,master java web servic rest api spring boot,build amaz java web servic rest soap use spring spring boot master rest api soap web servic inminut offici,107,All Levels,95,4.4,4550
265,ultim web design develop cours build project,becom fullstack develop learn everyth design front backend program brad hussey,246,All Levels,325,4.5,10548
266,data scienc natur languag process nlp python,applic decrypt cipher spam detect sentiment analysi articl spinner latent semant analysi lazi programm inc,76,All Levels,95,4.5,7231
267,build first person shooter surviv game uniti,part creat design artifici intellig game charact advanc anim system game institut inc,77,Intermediate,84,4.7,1708
268,javascript beginn bootcamp,javascript beginn project base learn whiteboard anim code browser quizz rob merril,385,Beginner,385,4.5,4150
269,artifici intellig masterclass,enter new era hybrid ai model optim deep neuroevolut complet toolkit ml dl ai model hadelin de pontev,89,Beginner,12,4.4,607
270,kubernet java develop googl cloud,kubernet docker java spring boot microservic googl kubernet engin inminut offici,100,All Levels,10,4.5,220
271,advanc sql sql expert certif prepar cours,complet sql knowledg intermedi advanc level get sql expert certif oracl oracl master train student worldwid,138,Expert,13,4.2,1259
272,python practic guid,learn python ground use python build handson project scratch academind maximilian schwarzmüller,230,All Levels,175,4.6,2955
273,complet selfdriv car cours appli deep learn,learn use deep learn comput vision machin learn techniqu build autonom car python rayan slim,160,All Levels,18,4.6,1953
274,apach kafka seri kafka connect handson learn,kafka connect learn sourc twitter data store apach kafka topic sink elasticsearch postgresql stephan maarek aw certifi solut architect develop,55,Intermediate,45,4.5,1825
275,complet elasticsearch masterclass logstash kibana,learn build search engin break big data master elasticsearch kibana logstash elk stack imtiaz ahmad,45,All Levels,115,4.4,3778
276,complet handson introduct apach airflow,learn author schedul monitor data pipelin practic exampl use apach airflow marc lamberti,61,All Levels,35,4.3,1115
277,becom outstand solut architect,learn soft hard skill need take architect design skill next level mark farragh,67,All Levels,8,4.3,2217
278,az machin learn use azur machin learn azureml,azur ml machin learn azur machin learn studio machin learn cloud machin learn without code jitesh khurkhuriya,89,All Levels,11,4.5,1744
279,salesforc develop train beginn,salesforc develop learn apex program salesforc develop becom salesforc develop deepika khanna,111,All Levels,14,4.4,2386
280,rust program languag,learn modern power yet safe system program languag dmitri nesteruk,53,All Levels,7,4.2,1258
281,program blazor aspnet core,creat interact web applic c felip gavilán,98,Intermediate,11,4.5,243
282,complet xamarin develop cours io android,build cross platform android io app xamarin form xamarin classic azur mobil app servic rest tim buchalka learn program academi,205,Beginner,29,4.4,2339
